4018,04,24,2017,1338
4019,09,18,2017,1406
4020,01,28,2017,1173
4021,12,30,2017,1013
4022,02,17,2017,1215
4023,05,11,2017,1411
4024,03,06,2017,1215
4025,04,28,2017,1405
4026,10,23,2017,1483
4027,11,12,2017,1116
4028,07,22,2017,1332
4029,08,11,2017,1435
4030,05,15,2017,1412
4031,10,27,2017,1295
4032,06,04,2017,1091
4033,01,10,2017,1252
4034,11,16,2017,1297
4035,07,26,2017,1524
4036,08,15,2017,1421
4037,05,19,2017,1370
4038,12,03,2017,1112
4039,06,08,2017,1407
4040,01,14,2017,1233
4041,09,02,2017,1215
4042,08,19,2017,1267
4043,05,30,2017,1490
4044,02,01,2017,1335
4045,12,07,2017,1375
4046,03,23,2017,1296
4047,01,18,2017,1406
4048,04,12,2017,1356
4049,09,06,2017,1390
4050,05,01,2017,1387
4051,06,23,2017,1413
4052,02,05,2017,1039
4053,03,27,2017,1209
4054,04,16,2017,967
4055,10,11,2017,1530
4056,07,10,2017,1340
4057,05,05,2017,1212
4058,06,27,2017,1487
4059,02,09,2017,730
4060,12,22,2017,1283
4061,09,21,2017,1412
4062,01,31,2017,1172
4063,10,15,2017,1218
4064,11,04,2017,1205
4065,07,14,2017,1257
4066,05,09,2017,1363
4067,02,20,2017,1124
4068,12,26,2017,1128
4069,08,03,2017,1474
4070,09,25,2017,1352
4071,01,02,2017,1095
4072,10,19,2017,1472
4073,11,08,2017,1426
4074,07,18,2017,1555
4075,02,24,2017,1255
4076,03,13,2017,1138
4077,08,07,2017,1193
4078,10,30,2017,1328
4079,09,29,2017,1412
4080,01,06,2017,1263
4081,02,28,2017,1336
4082,05,22,2017,1213
4083,03,17,2017,1219
4084,10,01,2017,1091
4085,06,11,2017,1189
4086,11,23,2017,737
4087,04,04,2017,1344
4088,05,26,2017,1328
4089,06,15,2017,1403
4090,12,10,2017,1112
4091,10,05,2017,1418
4092,08,20,2017,1203
4093,11,27,2017,1299
4094,03,19,2017,1004
4095,04,08,2017,1154
4096,07,02,2017,1154
4097,06,19,2017,1223
4098,03,30,2017,1257
4099,12,14,2017,1155
4100,08,24,2017,1439
4101,09,13,2017,1409
4102,01,23,2017,1272
4103,10,07,2017,1285
4104,11,29,2017,1331
4105,07,06,2017,1336
4106,02,12,2017,1019
4107,03,01,2017,1312
4108,12,18,2017,1296
4109,08,28,2017,1350
4110,09,17,2017,1258
4111,04,23,2017,1058
4112,01,27,2017,1348
4113,02,16,2017,1252
4114,05,10,2017,1468
4115,03,05,2017,1035
4116,10,22,2017,1183
4117,04,27,2017,1404
4118,11,11,2017,1017
4119,07,21,2017,1373
4120,08,10,2017,1458
4121,05,14,2017,941
4122,03,09,2017,1367
4123,06,03,2017,1239
4124,10,26,2017,1466
4125,11,15,2017,1378
4126,07,25,2017,1469
4127,08,14,2017,1372
4128,05,18,2017,1401
4129,06,07,2017,1359
4130,01,13,2017,1358
4131,12,02,2017,1213
4132,11,19,2017,1156
4133,09,01,2017,1350
4134,07,29,2017,1260
4135,08,18,2017,1260
4136,03,22,2017,1380
4137,01,17,2017,1302
4138,12,06,2017,1394
4139,09,05,2017,1431
4140,04,11,2017,1312
4141,06,22,2017,1454
4142,02,04,2017,1124
4143,03,26,2017,1037
4144,04,15,2017,1096
4145,10,10,2017,1499
4146,09,09,2017,1237
4147,05,04,2017,1400
4148,06,26,2017,1404
4149,02,08,2017,1460
4150,12,21,2017,1306
4151,08,31,2017,1391
4152,09,20,2017,1535
4153,04,19,2017,1363
4154,01,30,2017,1217
4155,10,14,2017,1344
4156,11,03,2017,1407
4157,07,13,2017,1445
4158,05,08,2017,1294
4159,12,25,2017,691
4160,08,02,2017,1444
4161,04,30,2017,1155
4162,09,24,2017,1290
4163,10,18,2017,1400
4164,01,01,2017,1170
4165,02,23,2017,1276
4166,11,07,2017,1210
4167,07,17,2017,1367
4168,12,29,2017,1116
4169,08,06,2017,1195
4170,03,12,2017,943
4171,09,28,2017,1453
4172,01,05,2017,1356
4173,02,27,2017,1222
4174,05,21,2017,1187
4175,03,16,2017,1143
4176,06,10,2017,1260
4177,11,22,2017,1359
4178,01,09,2017,1031
4179,04,03,2017,1368
4180,05,25,2017,1288
4181,06,14,2017,1443
4182,01,20,2017,1400
4183,10,04,2017,1452
4184,11,26,2017,1077
4185,03,18,2017,1105
4186,04,07,2017,1324
4187,07,01,2017,1319
4188,05,29,2017,1153
4189,12,13,2017,1235
4190,08,23,2017,1435
4191,06,18,2017,1174
4192,09,12,2017,1373
4193,10,06,2017,1511
4194,01,22,2017,1249
4195,07,05,2017,1580
4196,02,11,2017,1199
4197,11,28,2017,1421
4198,12,17,2017,1140
4199,08,27,2017,1227
4200,04,22,2017,1205
4201,09,16,2017,1345
4202,01,26,2017,1409
4203,02,15,2017,1283
4204,07,09,2017,1255
4205,03,04,2017,1072
4206,04,26,2017,1293
4207,10,21,2017,1302
4208,11,10,2017,1260
4209,07,20,2017,1426
4210,02,19,2017,1056
4211,05,13,2017,970
4212,03,08,2017,1450
4213,10,25,2017,1569
4214,06,02,2017,1434
4215,11,14,2017,1362
4216,07,24,2017,1364
4217,08,13,2017,1212
4218,05,17,2017,1484
4219,12,01,2017,1393
4220,10,29,2017,1101
4221,06,06,2017,1372
4222,01,12,2017,1412
4223,11,18,2017,1254
4224,07,28,2017,1388
4225,08,17,2017,1537
4226,12,05,2017,1386
4227,03,21,2017,1390
4228,01,16,2017,1118
4229,04,10,2017,1306
4230,09,04,2017,1160
4231,06,21,2017,1550
4232,02,03,2017,1299
4233,12,09,2017,1084
4234,03,25,2017,1238
4235,04,14,2017,1229
4236,09,08,2017,1415
4237,05,03,2017,1461
4238,06,25,2017,1204
4239,02,07,2017,1220
4240,12,20,2017,1340
4241,08,30,2017,1459
4242,03,29,2017,1397
4243,10,13,2017,1458
4244,04,18,2017,1341
4245,11,02,2017,1515
4246,07,12,2017,1456
4247,05,07,2017,1181
4248,06,29,2017,1298
4249,12,24,2017,959
4250,08,01,2017,1385
4251,09,23,2017,1356
4252,10,17,2017,1353
4253,11,06,2017,1359
4254,07,16,2017,1233
4255,02,22,2017,1229
4256,03,11,2017,1047
4257,12,28,2017,1127
4258,08,05,2017,1257
4259,09,27,2017,1418
4260,01,04,2017,1414
4261,02,26,2017,963
4262,05,20,2017,1295
4263,03,15,2017,1033
4264,08,09,2017,1513
4265,01,08,2017,826
4266,11,21,2017,1299
4267,07,31,2017,1321
4268,04,02,2017,1160
4269,05,24,2017,1523
4270,10,03,2017,1428
4271,06,13,2017,1350
4272,11,25,2017,1190
4273,04,06,2017,1213
4274,05,28,2017,1164
4275,12,12,2017,1344
4276,08,22,2017,1451
4277,06,17,2017,1147
4278,09,11,2017,1300
4279,01,21,2017,1273
4280,07,04,2017,1158
4281,02,10,2017,1077
4282,12,16,2017,1131
4283,08,26,2017,1151
4284,04,21,2017,1336
4285,09,15,2017,1462
4286,10,09,2017,1219
4287,01,25,2017,1419
4288,02,14,2017,1237
4289,07,08,2017,1274
4290,03,03,2017,1235
4291,06,30,2017,1364
4292,04,25,2017,1276
4293,10,20,2017,1366
4294,09,19,2017,1253
4295,01,29,2017,1151
4296,02,18,2017,1199
4297,12,31,2017,846
